HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.53,6.53,2,6.79,6.79,4,7.31,7.31,3,7.14,7.14
1,8.84,15.37,2,8.94,15.73,3,8.83,16.14,4,9.01,16.15
1,8.49,23.86,2,8.73,24.46,3,8.57,24.71,4,8.67,24.82
1,8.68,32.54,2,8.72,33.18,3,8.72,33.43,4,8.83,33.65
1,8.98,41.518,0,,DQ,2,9.08,42.503,3,8.91,42.559
