KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,12.81,12.81,3,13.06,13.06,2,12.93,12.93,4,13.20,13.20
1,10.06,22.87,3,10.05,23.11,2,10.06,22.99,4,10.02,23.22
1,9.72,32.59,3,9.71,32.82,2,9.70,32.69,4,9.72,32.94
1,9.45,42.04,3,9.40,42.22,2,9.44,42.13,4,9.45,42.39
1,9.04,51.08,3,9.08,51.30,2,9.05,51.18,4,9.07,51.46
1,8.68,59.76,3,8.66,59.96,2,8.66,59.84,4,8.61,1:00.07
1,8.67,1:08.43,3,8.65,1:08.61,2,8.67,1:08.51,4,8.63,1:08.70
1,8.79,1:17.22,3,8.83,1:17.44,2,8.80,1:17.31,4,8.75,1:17.45
1,8.96,1:26.178,4,9.56,1:26.991,2,8.98,1:26.281,3,8.98,1:26.423
