MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Courtney SHMYR POSITION,Courtney SHMYR LAP TIME,Courtney SHMYR ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME
1,7.46,7.46,3,7.68,7.68,2,7.52,7.52,4,7.89,7.89
1,9.73,17.19,3,9.73,17.41,2,9.77,17.29,4,9.64,17.53
1,9.17,26.36,3,9.08,26.49,2,9.15,26.44,4,9.06,26.59
1,9.24,35.60,3,9.26,35.75,2,9.27,35.71,4,9.20,35.79
1,9.49,45.090,3,9.43,45.179,2,9.45,45.153,4,9.48,45.266
