Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME
1,6.94,6.94,2,7.15,7.15,4,7.52,7.52,3,7.25,7.25
1,9.30,16.24,2,9.25,16.40,4,9.15,16.67,3,9.21,16.46
1,8.68,24.92,2,8.71,25.11,4,8.63,25.30,3,8.75,25.21
1,8.78,33.70,2,8.83,33.94,4,8.83,34.13,3,8.81,34.02
1,9.02,42.720,2,9.13,43.063,4,9.06,43.182,3,9.14,43.160
