Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Kirath SINGH POSITION,Kirath SINGH LAP TIME,Kirath SINGH ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
2,7.05,7.05,1,6.65,6.65,5,7.52,7.52,3,7.20,7.20,4,7.40,7.40
2,9.21,16.26,1,8.79,15.44,5,9.76,17.28,3,9.21,16.41,4,9.10,16.50
2,8.73,24.99,1,8.61,24.05,5,9.57,26.85,3,8.69,25.10,4,8.79,25.29
2,8.90,33.89,1,8.78,32.83,5,10.03,36.88,3,8.97,34.07,4,8.85,34.14
2,9.16,43.047,1,9.06,41.890,3,10.17,47.041,0,,PEN,4,16.67,50.804
