Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
1,7.07,7.07,3,7.32,7.32,4,7.40,7.40,2,7.19,7.19,5,7.74,
1,9.30,16.37,3,9.22,16.54,4,9.24,16.64,2,9.25,16.44,5,9.13,
1,8.79,25.16,2,8.70,25.24,4,8.74,25.38,3,8.90,25.34,5,8.65,
1,8.91,34.07,3,8.90,34.14,4,8.88,34.26,2,8.79,34.13,5,8.86,
1,9.07,43.148,4,9.86,44.008,3,9.60,43.862,2,9.15,43.286,3,9.42,
