QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME
1,7.41,7.41,3,7.64,7.64,2,7.50,7.50,4,7.80,7.80
1,9.29,16.70,3,9.37,17.01,2,9.35,16.85,4,9.44,17.24
1,8.79,25.49,3,8.75,25.76,2,8.84,25.69,4,8.93,26.17
1,9.01,34.50,3,9.22,34.98,2,9.26,34.95,4,9.12,35.29
1,9.27,43.77,2,9.31,44.29,3,9.51,44.46,4,9.37,44.66
