LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
5,13.41,13.41,3,13.21,13.21,1,13.09,13.09,4,13.30,13.30,2,13.19,13.19
5,10.09,23.50,3,10.05,23.26,2,10.09,23.18,4,10.09,23.39,1,9.91,23.10
1,9.59,33.09,4,10.03,33.29,2,9.97,33.15,3,9.86,33.25,5,10.23,33.33
3,9.48,42.57,1,9.09,42.38,2,9.31,42.46,5,9.61,42.86,4,9.46,42.79
5,9.87,52.44,1,9.70,52.08,2,9.70,52.16,3,9.40,52.26,4,9.56,52.35
4,10.18,1:02.62,1,9.75,1:01.83,2,9.76,1:01.92,3,9.77,1:02.03,5,10.87,1:03.22
4,9.51,1:12.13,2,9.63,1:11.46,1,9.44,1:11.36,3,9.59,1:11.62,5,9.99,1:13.21
4,9.59,1:21.72,2,9.24,1:20.70,1,9.25,1:20.61,3,9.32,1:20.94,5,10.52,1:23.73
4,10.12,1:31.837,1,9.23,1:29.925,2,9.49,1:30.092,3,9.37,1:30.303,5,11.38,1:35.105
