Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
2,6.73,6.73,1,6.62,6.62,3,7.11,7.11,4,7.44,7.44
2,9.06,15.80,1,9.07,15.70,3,9.07,16.18,4,9.05,16.49
2,8.96,24.76,1,8.92,24.62,3,8.81,24.99,4,9.00,25.50
1,8.96,33.73,2,9.13,33.76,3,8.93,33.93,4,9.27,34.77
3,10.05,43.780,1,9.40,43.159,2,9.33,43.251,4,9.46,44.226
