Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Roman IZBICKI POSITION,Roman IZBICKI LAP TIME,Roman IZBICKI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
0,13.338,13.338,0,14.203,14.203,0,13.324,13.324,0,13.402,13.402
0,9.789,23.127,0,9.431,23.634,0,10.334,23.657,0,9.939,23.341
0,9.862,32.989,0,9.672,33.306,0,9.740,33.397,0,9.792,33.133
0,9.746,42.735,0,9.855,43.161,0,9.287,42.684,0,9.685,42.818
0,9.754,52.489,0,9.681,52.842,0,9.875,52.559,0,9.755,52.573
0,9.720,1:02.209,0,9.796,1:02.638,0,9.869,1:02.427,0,9.625,1:02.197
0,9.686,1:11.896,0,9.680,1:12.318,0,9.581,1:12.008,0,9.696,1:11.893
0,9.808,1:21.704,0,9.735,1:22.053,0,9.809,1:21.818,0,9.827,1:21.720
0,10.033,1:31.737,0,9.937,1:31.989,0,9.880,1:31.698,0,10.039,1:31.759
