Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Kirath SINGH POSITION,Kirath SINGH LAP TIME,Kirath SINGH ELAPSED TIME
2,13.77,13.77,3,13.95,13.95,4,14.11,14.11,1,13.64,13.64
1,10.74,24.51,4,10.70,24.65,2,10.45,24.56,3,10.94,24.58
2,10.17,34.68,4,10.21,34.86,1,10.07,34.63,3,10.14,34.72
3,10.43,45.11,4,10.39,45.25,1,10.25,44.88,2,10.28,45.00
2,9.89,55.00,3,10.02,55.27,1,10.01,54.89,4,10.31,55.31
2,9.54,1:04.54,3,9.48,1:04.75,1,9.52,1:04.41,4,9.88,1:05.19
2,9.44,1:13.98,3,9.33,1:14.08,1,9.39,1:13.80,4,9.90,1:15.09
2,9.37,1:23.35,3,9.61,1:23.69,1,9.27,1:23.07,4,10.31,1:25.40
2,9.62,1:32.968,3,9.96,1:33.648,1,9.55,1:32.615,4,10.75,1:36.149
