Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME
2,7.317,7.317,1,7.217,7.217,3,7.602,7.602,4,8.058,8.058
1,9.672,16.988,2,9.834,17.051,3,10.140,17.741,4,10.648,18.706
1,9.284,26.271,2,9.414,26.464,3,10.003,27.744,4,10.678,29.384
4,18.289,44.560,1,9.460,35.924,2,10.109,37.852,3,10.976,40.359
4,17.59,1:02.149,1,10.40,46.319,2,10.68,48.527,3,11.53,51.889
