AN Kai POSITION,AN Kai LAP TIME,AN Kai ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME
1,12.27,12.27,2,12.38,12.38,3,12.51,12.51,6,12.85,12.85,3,12.51,,5,12.81,12.81
2,9.46,21.73,1,9.34,21.72,3,9.41,21.92,6,9.52,22.37,4,9.50,,5,9.36,22.17
2,9.27,31.00,1,9.19,30.91,3,9.14,31.06,6,9.11,31.48,4,9.18,,5,9.13,31.30
2,9.23,40.23,1,9.16,40.07,3,9.26,40.32,6,9.23,40.71,4,9.23,,5,9.22,40.52
2,9.10,49.33,1,9.09,49.16,3,9.13,49.45,6,9.19,49.90,4,9.12,,5,9.14,49.66
2,9.02,58.35,1,9.10,58.26,4,9.16,58.61,6,9.43,59.33,3,8.95,,5,9.02,58.68
2,9.12,1:07.47,1,9.04,1:07.30,5,9.20,1:07.81,6,9.94,1:09.27,3,9.08,,4,9.03,1:07.71
2,9.33,1:16.80,1,9.17,1:16.47,5,9.38,1:17.19,6,10.46,1:19.73,4,9.43,,3,9.24,1:16.95
2,9.49,1:26.29,1,9.29,1:25.76,5,9.52,1:26.71,6,11.02,1:30.75,4,9.50,,3,9.43,1:26.38
