LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,MOCLYN Remy POSITION,MOCLYN Remy LAP TIME,MOCLYN Remy ELAPSED TIME
0,6.798,6.798,0,6.751,6.751,0,7.547,7.547,0,7.341,7.341,0,7.555,7.555
0,9.160,15.958,0,9.311,16.062,0,9.428,16.975,0,9.281,16.622,0,9.534,17.089
0,8.882,24.840,0,8.918,24.980,0,9.066,26.041,0,9.176,25.797,0,9.179,26.268
0,8.954,33.794,0,8.984,33.964,0,9.227,35.268,0,9.184,34.981,0,9.263,35.531
0,,,0,,,0,,,0,,,0,,
