Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
2,6.695,6.695,3,6.916,6.916,1,6.596,6.596,4,7.009,7.009
2,9.067,15.763,3,9.057,15.973,1,9.043,15.638,4,9.137,16.146
1,8.519,24.281,3,8.506,24.479,2,8.678,24.317,4,8.595,24.741
1,8.545,32.827,3,8.520,32.999,2,8.552,32.868,4,8.636,33.377
2,9.189,42.015,1,8.934,41.933,4,9.388,42.256,3,8.870,42.247
