KIM Dam Min POSITION,KIM Dam Min LAP TIME,KIM Dam Min ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
4,13.34,13.34,2,13.01,13.01,3,13.20,13.20,5,13.44,13.44,1,12.90,12.90
4,10.34,23.68,1,10.39,23.40,3,10.27,23.47,5,10.39,23.83,2,10.51,23.41
4,9.75,33.43,1,9.65,33.05,2,9.70,33.17,5,9.69,33.52,3,9.90,33.31
4,9.73,43.16,1,9.74,42.79,2,9.74,42.91,5,9.74,43.26,3,9.72,43.03
4,9.91,53.07,1,9.89,52.68,2,9.87,52.78,5,9.92,53.18,3,9.89,52.92
4,9.83,1:02.90,1,9.87,1:02.55,2,9.89,1:02.67,5,9.82,1:03.00,3,9.86,1:02.78
4,9.64,1:12.54,1,9.77,1:12.32,2,9.72,1:12.39,5,9.71,1:12.71,3,9.73,1:12.51
4,9.56,1:22.10,2,9.66,1:21.98,1,9.42,1:21.81,5,9.58,1:22.29,3,9.52,1:22.03
3,9.70,1:31.792,2,9.64,1:31.612,1,9.58,1:31.387,5,9.57,1:31.857,4,9.80,1:31.825
