VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
1,7.13,7.13,2,7.34,7.34,3,7.58,7.58,4,7.74,7.74
1,9.29,16.42,2,9.18,16.52,3,9.16,16.74,4,9.20,16.94
1,8.85,25.27,2,8.85,25.37,3,8.67,25.41,4,8.63,25.57
1,8.99,34.26,3,28.76,54.13,2,9.00,34.41,4,34.94,1:00.51
1,9.22,43.48,3,24.65,1:18.786,2,9.14,43.55,4,20.56,1:21.075
