Helmuts SILOVS POSITION,Helmuts SILOVS LAP TIME,Helmuts SILOVS ELAPSED TIME,MILASIUS Vitautas POSITION,MILASIUS Vitautas LAP TIME,MILASIUS Vitautas ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Laszlo VRENCEAN POSITION,Laszlo VRENCEAN LAP TIME,Laszlo VRENCEAN ELAPSED TIME
4,7.659,7.659,5,7.855,7.855,2,7.046,7.046,1,7.024,7.024,3,7.294,7.294
4,9.805,17.464,5,10.736,18.591,1,9.249,16.295,2,9.488,16.511,3,9.748,17.042
3,9.725,27.188,4,10.777,29.367,1,9.024,25.318,5,37.048,53.558,2,9.609,26.650
3,9.907,37.095,4,10.715,40.082,1,9.591,34.909,5,19.622,1:13.180,2,9.838,36.488
3,10.54,47.629,4,11.08,51.161,1,10.98,45.884,5,21.05,1:34.229,2,10.24,46.726
