Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME
1,6.54,6.54,2,6.97,6.97,4,7.47,7.47,3,7.42,7.42
1,9.27,15.81,2,8.93,15.90,4,9.47,16.94,3,9.25,16.67
1,8.69,24.50,2,8.78,24.68,4,9.07,26.01,3,8.79,25.46
1,8.80,33.30,2,8.93,33.61,4,9.15,35.16,3,8.80,34.26
1,9.15,42.449,2,8.89,42.491,4,9.43,44.583,3,8.90,43.151
