Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME
2,12.34,,3,12.49,12.49,1,12.31,12.31,4,12.62,
4,9.56,,2,9.21,21.70,1,9.25,21.56,3,9.17,
2,8.91,,3,9.22,30.92,1,9.22,30.78,4,9.29,
4,23.07,,1,9.37,40.29,3,21.42,52.20,2,9.32,
4,11.57,,1,9.58,49.87,3,11.18,1:03.38,2,9.60,
4,12.35,,1,9.40,59.27,3,10.20,1:13.58,2,9.41,
4,11.28,,1,9.33,1:08.60,3,10.09,1:23.67,2,9.30,
4,10.58,,1,9.19,1:17.79,3,9.62,1:33.29,2,9.17,
4,13.74,,1,19.02,1:36.81,2,11.13,1:44.42,3,33.31,
