START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,9.79,9.79,3,9.92,9.92,7,10.10,10.10,4,10.01,10.01,6,10.05,10.05,5,10.04,,1,9.76,9.76,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
4,13.21,23.00,4,13.08,23.00,6,12.96,23.06,1,12.81,22.82,7,13.19,23.24,3,12.91,,2,13.16,22.92,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
7,11.16,34.16,5,10.89,33.89,1,10.43,33.49,4,10.91,33.73,6,10.84,34.08,2,10.63,,3,10.79,33.71,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
7,10.20,44.36,3,10.17,44.06,1,10.35,43.84,4,10.46,44.19,5,10.19,44.27,2,10.38,,6,10.58,44.29,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
5,9.99,54.35,4,10.25,54.31,1,10.23,54.07,6,10.23,54.42,7,10.29,54.56,2,10.26,,3,9.97,54.26,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.31,1:03.66,5,9.48,1:03.79,2,9.53,1:03.60,6,9.49,1:03.91,7,9.47,1:04.03,4,9.53,,1,9.27,1:03.53,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.62,1:13.28,5,9.73,1:13.52,2,9.58,1:13.18,7,9.70,1:13.61,5,9.49,1:13.52,4,9.63,,1,9.56,1:13.09,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.65,1:22.93,4,9.48,1:23.00,2,9.62,1:22.80,7,9.77,1:23.38,6,9.72,1:23.24,5,9.72,,1,9.60,1:22.69,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.44,1:32.37,4,9.46,1:32.46,2,9.47,1:32.27,7,9.42,1:32.80,6,9.39,1:32.63,5,9.49,,1,9.49,1:32.18,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.44,1:41.81,4,9.46,1:41.92,1,9.23,1:41.50,6,9.50,1:42.30,5,9.41,1:42.04,7,9.72,,2,9.44,1:41.62,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
3,9.54,1:51.35,6,9.69,1:51.61,1,9.17,1:50.67,5,9.28,1:51.58,4,9.40,1:51.44,7,10.98,,2,9.15,1:50.77,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
6,9.98,2:01.33,5,9.71,2:01.32,1,9.24,1:59.91,3,9.37,2:00.95,4,9.58,2:01.02,7,12.62,,2,9.25,2:00.02,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
6,10.50,2:11.83,5,9.59,2:10.91,1,9.40,2:09.31,3,9.53,2:10.48,4,9.61,2:10.63,7,14.51,,2,9.40,2:09.42,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
6,12.23,2:24.029,5,9.91,2:20.794,1,9.83,2:19.14,3,9.71,2:20.19,4,9.79,2:20.396,,,,2,10.04,2:19.46,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,3
