SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME
2,13.34,13.34,1,13.33,13.33,3,13.49,13.49,4,13.60,13.60
2,10.34,23.68,1,10.28,23.61,3,10.31,23.80,4,10.23,23.83
2,9.71,33.39,1,9.70,33.31,4,9.75,33.55,3,9.57,33.40
1,9.69,43.08,2,9.80,43.11,4,9.66,43.21,3,9.79,43.19
1,9.03,52.11,3,9.34,52.45,2,9.06,52.27,3,9.26,52.45
1,9.29,1:01.40,4,9.25,1:01.70,2,9.23,1:01.50,3,9.09,1:01.54
1,9.10,1:10.50,4,9.34,1:11.04,2,9.16,1:10.66,3,9.19,1:10.73
1,9.10,1:19.60,4,9.70,1:20.74,2,9.10,1:19.76,3,9.16,1:19.89
1,9.33,1:28.93,4,11.10,1:31.84,2,9.28,1:29.04,3,9.23,1:29.12
