WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME
2,13.605,13.605,3,13.799,13.799,4,13.901,13.901,1,13.461,13.461
1,9.943,23.547,2,9.795,23.594,4,10.049,23.950,3,10.161,23.622
3,10.169,33.716,2,9.967,33.560,4,9.819,33.768,1,9.885,33.506
3,10.119,43.834,2,10.147,43.707,4,10.378,44.146,1,10.063,43.568
3,9.757,53.591,2,9.730,53.436,4,9.604,53.750,1,9.432,53.000
3,9.287,1:02.877,2,9.401,1:02.836,4,9.556,1:03.305,1,9.501,1:02.500
3,9.667,1:12.544,2,9.635,1:12.471,4,10.012,1:13.317,1,9.357,1:11.857
3,9.728,1:22.271,2,9.781,1:22.251,4,10.280,1:23.596,1,10.073,1:21.930
3,10.77,1:33.041,2,10.25,1:32.493,4,11.32,1:34.909,1,10.46,1:32.384
