ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
1,7.065,7.065,2,7.097,7.097,3,7.288,7.288,4,7.702,7.702
1,9.552,16.617,3,9.742,16.839,2,9.547,16.835,4,9.624,17.327
1,9.267,25.885,2,9.058,25.897,3,9.275,26.111,4,9.393,26.719
1,9.277,35.162,2,9.298,35.194,3,9.194,35.304,4,9.277,35.996
4,27.421,1:02.582,1,9.629,44.823,2,9.569,44.873,3,9.451,45.447
