BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
3,13.26,13.26,1,13.02,13.02,2,13.13,13.13,4,13.37,13.37
3,10.25,23.51,1,10.28,23.30,2,10.28,23.41,4,10.21,23.58
3,9.95,33.46,1,9.92,33.22,2,9.94,33.35,4,10.00,33.58
3,9.86,43.32,1,9.91,43.13,2,9.89,43.24,4,9.89,43.47
3,9.60,52.92,1,9.62,52.75,2,9.58,52.82,4,9.73,53.20
3,9.24,1:02.16,2,9.31,1:02.06,1,9.20,1:02.02,4,9.79,1:02.99
2,9.12,1:11.28,3,9.35,1:11.41,1,9.16,1:11.18,4,9.93,1:12.92
2,9.33,1:20.61,3,9.34,1:20.75,1,9.37,1:20.55,4,10.04,1:22.96
2,9.78,1:30.387,0,,PEN,1,9.52,1:30.070,3,10.48,1:33.440
