Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
1,6.90,6.90,2,7.22,7.22,4,7.43,7.43,3,7.34,7.34
1,8.97,15.87,2,9.12,16.34,4,9.14,16.57,3,9.13,16.47
1,8.39,24.26,3,8.58,24.92,2,8.29,24.86,4,8.67,25.14
1,8.48,32.74,3,8.70,33.62,2,8.62,33.48,4,8.66,33.80
1,8.65,41.381,3,8.94,42.560,2,8.93,42.410,4,8.87,42.668
