SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
4,13.635,13.635,2,13.580,13.580,1,13.478,13.478,3,13.631,13.631,5,13.730,13.730
4,10.534,24.169,2,10.325,23.904,1,10.270,23.748,3,10.513,24.145,5,10.519,24.248
4,10.153,34.321,2,10.273,34.178,1,10.379,34.127,5,10.228,34.373,3,10.064,34.312
3,10.253,44.574,2,10.274,44.452,1,10.314,44.441,5,10.295,44.667,4,10.342,44.654
3,10.346,54.920,2,10.300,54.751,1,10.263,54.703,4,10.311,54.978,5,10.345,54.998
3,9.843,1:04.764,1,9.522,1:04.274,2,9.830,1:04.533,5,10.080,1:05.059,4,9.950,1:04.948
3,9.636,1:14.400,1,9.977,1:14.251,2,9.813,1:14.346,5,9.851,1:14.909,4,9.619,1:14.566
1,9.340,1:23.740,2,9.715,1:23.966,3,9.910,1:24.256,5,10.358,1:25.267,4,9.831,1:24.397
1,9.583,1:33.323,2,9.746,1:33.712,3,9.758,1:34.013,5,11.080,1:36.347,4,10.187,1:34.584
