ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME
1,7.14,7.14,2,7.30,7.30,3,7.40,7.40,4,7.53,7.53,5,7.86,7.86
1,9.24,16.38,2,9.29,16.59,3,9.44,16.84,4,9.49,17.02,5,9.39,17.25
1,9.02,25.40,2,9.01,25.60,4,9.27,26.11,3,8.88,25.90,5,9.17,26.42
1,9.23,34.63,2,9.16,34.76,4,9.10,35.21,3,9.10,35.00,5,9.73,36.15
1,,44.088,2,,44.095,4,9.55,44.749,3,9.24,44.198,5,9.70,45.830
