HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME
2,14.25,14.25,1,14.12,14.12,3,14.36,14.36,4,14.49,14.49
2,11.06,25.31,1,11.05,25.17,3,11.02,25.38,4,11.06,25.55
3,9.71,35.02,2,9.75,34.92,1,9.33,34.71,4,9.61,35.16
2,8.98,44.00,3,9.23,44.15,1,9.27,43.98,4,9.09,44.25
1,9.09,53.09,3,9.15,53.30,2,9.20,53.18,4,9.23,53.48
1,9.22,1:02.31,3,9.25,1:02.55,2,9.24,1:02.42,4,9.18,1:02.66
1,8.97,1:11.28,3,8.99,1:11.54,2,9.03,1:11.45,4,9.01,1:11.67
1,8.92,1:20.20,3,8.93,1:20.47,2,8.98,1:20.43,4,8.98,1:20.65
1,8.98,1:29.171,2,8.88,1:29.342,3,9.34,1:29.771,4,9.22,1:29.863
