Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
3,13.16,13.16,2,13.11,13.11,1,13.01,13.01,4,13.34,13.34
2,10.38,23.54,3,10.50,23.61,1,10.42,23.43,4,10.48,23.82
2,10.11,33.65,3,10.09,33.70,1,10.15,33.58,4,9.99,33.81
2,10.03,43.68,3,9.99,43.69,1,10.03,43.61,4,10.11,43.92
2,9.85,53.53,3,9.89,53.58,1,9.91,53.52,4,9.84,53.76
2,9.62,1:03.15,3,9.62,1:03.20,1,9.56,1:03.08,4,9.69,1:03.45
2,9.44,1:12.59,3,9.48,1:12.68,1,9.43,1:12.51,4,9.51,1:12.96
2,9.30,1:21.89,3,9.22,1:21.90,1,9.20,1:21.71,4,9.57,1:22.53
1,9.39,1:31.279,3,9.49,1:31.388,2,9.63,1:31.336,4,9.68,1:32.208
