SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
1,15.20,15.20,2,15.33,15.33,3,15.45,15.45,4,15.58,15.58
1,11.22,26.42,2,11.18,26.51,3,11.14,26.59,4,11.13,26.71
1,10.47,36.89,2,10.46,36.97,3,10.49,37.08,4,10.52,37.23
1,10.44,47.33,2,10.45,47.42,3,10.43,47.51,4,10.40,47.63
1,10.42,57.75,2,10.43,57.85,3,10.42,57.93,4,10.44,58.07
1,10.12,1:07.87,2,10.11,1:07.96,3,10.08,1:08.01,4,10.20,1:08.27
1,9.63,1:17.50,2,9.61,1:17.57,3,9.69,1:17.70,4,9.93,1:18.20
1,9.56,1:27.06,2,9.57,1:27.14,3,9.58,1:27.28,4,9.89,1:28.09
1,9.62,1:36.677,2,9.66,1:36.789,3,9.63,1:36.893,4,10.28,1:38.352
