HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,6.35,6.35,4,7.03,7.03,2,6.85,6.85,3,6.97,6.97
1,8.84,15.19,3,8.61,15.64,2,8.76,15.61,4,8.93,15.90
1,8.40,23.59,3,8.34,23.98,2,8.33,23.94,4,8.44,24.34
1,8.40,31.99,2,8.32,32.30,3,8.43,32.37,4,8.51,32.85
1,8.83,40.813,2,8.64,40.934,3,8.71,41.079,4,8.78,41.621
