LIAO Wei-Cheng POSITION,LIAO Wei-Cheng LAP TIME,LIAO Wei-Cheng ELAPSED TIME,Marc GONZALES POSITION,Marc GONZALES LAP TIME,Marc GONZALES ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,Pietro MARINELLI POSITION,Pietro MARINELLI LAP TIME,Pietro MARINELLI ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
1,7.16,7.16,5,7.95,7.95,2,7.27,7.27,3,7.37,7.37,4,7.57,7.57
2,10.16,17.32,3,10.29,18.24,4,15.94,23.21,5,16.28,23.65,1,9.38,16.95
2,10.12,27.44,3,9.91,28.15,4,14.09,37.30,5,16.08,39.73,1,9.12,26.07
2,10.40,37.84,3,10.11,38.26,4,13.35,50.65,5,11.72,51.45,1,9.14,35.21
2,10.52,48.36,3,10.17,48.43,5,12.15,1:02.80,4,10.85,1:02.30,1,9.33,44.54
