LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME
1,7.58,7.58,2,7.69,7.69,3,7.87,7.87,4,7.95,7.95
1,9.86,17.44,2,9.85,17.54,3,9.91,17.78,4,9.89,17.84
1,9.15,26.59,2,9.18,26.72,3,9.12,26.90,4,9.19,27.03
1,9.56,36.15,2,9.53,36.25,3,9.51,36.41,4,38.82,1:05.85
1,9.54,45.682,2,9.51,45.756,3,9.35,45.760,4,18.31,1:24.158
