KWON Ki-Deok POSITION,KWON Ki-Deok LAP TIME,KWON Ki-Deok ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
2,6.933,6.933,1,6.016,6.016,3,7.101,7.101,4,7.104,7.104
2,9.187,16.120,1,9.561,15.577,4,9.354,16.454,3,9.182,16.286
2,8.835,24.955,1,8.792,24.368,3,8.608,25.062,4,8.803,25.088
3,8.801,33.755,2,9.183,33.550,4,8.753,33.815,1,8.455,33.543
0,,DQ,1,9.38,42.926,2,9.18,42.986,3,9.55,43.090
