Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME
1,13.59,13.59,2,13.66,13.66,3,13.80,13.80,5,13.93,13.93,4,13.92,13.92
1,10.98,24.57,2,10.91,24.57,3,10.92,24.72,5,11.00,24.93,4,10.80,24.72
2,10.11,34.68,1,10.08,34.65,3,10.11,34.83,5,10.29,35.22,4,10.27,34.99
1,9.62,44.30,2,9.79,44.44,3,9.70,44.53,5,9.86,45.08,4,9.62,44.61
1,10.25,54.55,2,10.26,54.70,3,10.25,54.78,5,9.99,55.07,4,10.30,54.91
1,10.08,1:04.63,2,10.07,1:04.77,3,10.08,1:04.86,5,10.16,1:05.23,4,10.06,1:04.97
1,9.98,1:14.61,2,9.88,1:14.65,3,9.93,1:14.79,5,10.29,1:15.52,4,9.96,1:14.93
1,9.65,1:24.26,2,9.76,1:24.41,3,9.73,1:24.52,5,10.74,1:26.26,4,9.76,1:24.69
1,9.93,1:34.190,2,9.89,1:34.300,3,9.90,1:34.420,5,11.15,1:37.410,4,10.12,1:34.810
