Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME
2,7.716,7.716,3,8.180,8.180,1,7.663,7.663
2,10.347,18.063,3,10.045,18.225,1,9.888,17.550
2,9.789,27.851,3,9.630,27.854,1,9.645,27.195
2,9.663,37.513,3,9.789,37.642,1,9.875,37.069
3,10.08,47.584,2,9.79,47.424,1,10.14,47.200
