Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,6.78,6.78,2,6.98,6.98,3,7.12,7.12,4,7.77,7.77
1,8.85,15.63,2,9.10,16.08,3,9.09,16.21,4,9.59,17.36
1,8.57,24.20,2,8.88,24.96,3,8.83,25.04,4,9.29,26.65
1,8.80,33.00,2,8.95,33.91,3,9.01,34.05,4,9.49,36.14
1,8.93,41.925,2,9.08,42.990,3,9.03,43.078,4,9.99,46.130
