Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
2,6.820,6.820,1,6.700,6.700,4,7.210,7.210,3,6.860,6.860
2,9.220,16.040,3,9.460,16.170,4,10.350,17.570,1,9.170,16.040
4,8.790,24.840,1,8.420,24.590,3,7.150,24.720,2,8.620,24.660
1,8.350,33.200,2,8.830,33.430,4,9.170,33.900,3,9.060,33.720
2,8.880,42.090,4,9.930,43.360,3,8.920,42.820,1,7.940,41.670
