WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.74,6.74,2,6.84,6.84,3,6.98,6.98,4,7.09,7.09,5,7.24,7.24
1,8.73,15.47,2,8.72,15.56,3,8.66,15.64,4,8.66,15.75,5,8.71,15.95
1,8.31,23.78,2,8.36,23.92,3,8.35,23.99,4,8.33,24.08,5,8.28,24.23
1,8.39,32.17,3,8.43,32.35,2,8.28,32.27,4,8.34,32.42,5,8.37,32.60
1,8.57,40.729,4,8.60,40.937,2,8.52,40.775,3,8.47,40.871,5,8.49,41.080
