SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME
2,12.13,12.13,1,12.04,12.04,4,12.24,,5,12.33,12.33,3,12.14,12.14
5,9.33,21.46,2,9.21,21.25,3,9.12,,4,9.04,21.37,1,9.02,21.16
4,8.98,30.44,2,9.01,30.26,3,8.97,,5,9.12,30.49,1,8.93,30.09
4,9.10,39.54,1,9.01,39.27,3,9.10,,5,9.18,39.67,1,9.18,39.27
4,8.87,48.41,1,8.83,48.10,3,8.87,,5,8.82,48.49,2,8.95,48.22
3,8.93,57.34,1,8.98,57.08,2,8.89,,4,8.93,57.42,5,9.31,57.53
3,8.88,1:06.22,1,8.92,1:06.00,2,8.94,,3,8.80,1:06.22,5,9.89,1:07.42
4,9.02,1:15.24,1,8.91,1:14.91,3,9.05,,2,8.81,1:15.03,5,10.20,1:17.62
3,8.92,1:24.160,1,8.93,1:23.84,4,9.25,,2,9.00,1:24.03,5,10.70,1:28.32
