TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Melanie BRANTNER POSITION,Melanie BRANTNER LAP TIME,Melanie BRANTNER ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
2,7.62,7.62,1,7.35,7.35,4,7.97,7.97,3,7.72,7.72
3,9.89,17.51,1,9.51,16.86,4,10.38,18.35,2,9.60,17.32
3,9.48,26.99,1,9.13,25.99,4,9.96,28.31,2,9.18,26.50
3,9.44,36.43,1,9.24,35.23,4,10.14,38.45,2,9.24,35.74
3,9.67,46.099,1,9.58,44.807,4,10.32,48.769,2,9.45,45.186
