KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
2,6.97,6.97,1,6.79,6.79,3,7.17,7.17,4,7.33,7.33
2,9.11,16.08,1,9.26,16.05,4,19.27,26.44,3,9.48,16.81
1,8.61,24.69,2,8.77,24.82,4,9.37,35.81,3,8.48,25.29
1,8.88,33.57,2,8.83,33.65,4,9.33,45.14,3,8.73,34.02
1,9.05,42.617,2,9.03,42.676,4,9.99,55.124,3,8.91,42.926
