JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
4,17.435,17.435,2,16.658,16.658,1,16.638,16.638,3,16.919,16.919
4,12.307,29.742,3,12.841,29.499,1,12.607,29.244,2,12.542,29.460
3,11.071,40.812,4,11.346,40.844,1,11.296,40.540,2,11.296,40.756
4,10.256,51.067,3,10.104,50.947,2,10.191,50.730,1,9.920,50.675
4,9.796,1:00.862,2,9.544,1:00.490,3,9.895,1:00.625,1,9.681,1:00.356
4,9.728,1:10.590,3,9.980,1:10.470,2,9.734,1:10.358,1,9.868,1:10.223
4,10.094,1:20.683,2,9.556,1:20.026,1,9.643,1:20.001,3,9.826,1:20.049
1,9.257,1:29.939,4,12.940,1:32.965,3,10.166,1:30.167,2,9.940,1:29.988
1,9.84,1:39.774,4,13.63,1:46.594,3,10.86,1:41.024,2,10.23,1:40.212
