Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
1,6.89,6.89,2,7.14,7.14,3,7.29,7.29,4,7.57,7.57
1,9.15,16.04,2,9.10,16.24,3,9.15,16.44,4,9.28,16.85
1,8.72,24.76,2,8.67,24.91,3,8.73,25.17,4,8.97,25.82
1,8.89,33.65,2,8.86,33.77,3,8.87,34.04,4,9.22,35.04
1,9.07,42.72,2,9.06,42.83,3,9.01,43.037,4,9.51,44.527
