LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
4,13.475,13.475,2,13.141,13.141,3,13.235,13.235,1,12.973,12.973
3,9.475,22.950,2,9.654,22.794,4,9.801,23.035,1,9.674,22.646
3,9.462,32.411,2,9.600,32.394,4,9.461,32.495,1,9.726,32.372
3,9.617,42.027,2,9.550,41.943,4,9.814,42.309,1,9.546,41.917
3,9.432,51.459,1,9.195,51.138,4,9.613,51.922,2,9.498,51.415
3,9.725,1:01.184,1,9.567,1:00.705,4,9.491,1:01.412,2,9.573,1:00.988
3,9.419,1:10.603,1,9.569,1:10.274,4,9.256,1:10.668,2,9.601,1:10.588
3,9.484,1:20.086,1,9.511,1:19.785,4,10.974,1:21.641,2,9.365,1:19.952
3,9.58,1:29.663,1,9.62,1:29.398,4,10.86,1:32.495,2,9.62,1:29.563
