Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
3,13.0608,13.0608,2,13.0481,13.0481,1,12.9665,12.9665,4,13.1928,13.1928
2,10.0699,23.1307,3,10.1229,23.1710,1,10.0980,23.0645,4,10.0947,23.2875
2,9.7273,32.8580,4,9.8916,33.0626,1,9.7858,32.8503,3,9.6113,32.8988
2,9.7906,42.6486,4,9.7670,42.8296,1,9.6327,42.4830,3,9.8011,42.6999
3,9.8409,52.4895,2,9.5891,52.4187,1,9.8795,52.3625,4,9.8374,52.5373
4,10.2971,1:02.7866,3,10.2030,1:02.6217,1,9.9226,1:02.2851,2,9.9940,1:02.5313
1,9.4309,1:12.2175,3,9.7102,1:12.3319,2,9.9548,1:12.2399,4,10.1070,1:12.6383
1,9.7646,1:21.9821,3,9.9014,1:22.2333,2,9.7738,1:22.0137,4,9.8401,1:22.4784
4,10.32,1:32.299,2,9.84,1:32.070,1,10.00,1:32.007,3,9.81,1:32.289
