Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME
1,6.95,6.95,4,7.39,7.39,2,7.01,7.01,3,7.30,7.30
1,9.07,16.02,4,9.30,16.69,2,9.12,16.13,3,8.95,16.25
1,8.67,24.69,4,8.78,25.47,2,8.66,24.79,3,8.65,24.90
1,8.79,33.48,4,8.65,34.12,2,8.77,33.56,3,8.73,33.63
0,8.99,42.47,4,8.83,42.95,1,8.88,42.44,0,8.85,42.48
