Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME
2,6.79,6.79,1,6.74,6.74,3,6.98,6.98,4,7.09,7.09,5,7.26,7.26
2,8.87,15.66,1,8.66,15.40,3,8.75,15.73,4,8.71,15.80,5,8.68,15.94
2,8.28,23.94,1,8.32,23.72,3,8.33,24.06,4,8.37,24.17,5,8.34,24.28
2,8.32,32.26,1,8.38,32.10,3,8.32,32.38,4,8.26,32.43,5,8.28,32.56
2,8.42,40.678,1,8.54,40.632,3,8.44,40.819,5,8.55,40.971,4,8.41,40.961
