CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.22,7.22,5,7.56,7.56,2,7.38,7.38,3,7.49,7.49,4,7.55,7.55
1,9.28,16.50,5,9.41,16.97,2,9.24,16.62,3,9.27,16.76,4,9.33,16.88
1,8.89,25.39,5,8.77,25.74,2,8.88,25.50,3,8.83,25.59,4,8.78,25.66
1,8.93,34.32,5,8.99,34.73,2,8.91,34.41,3,8.93,34.52,4,8.89,34.55
1,9.06,43.373,5,9.11,43.829,2,,43.492,4,9.20,43.709,3,,43.529
