Brigid FARRELL POSITION,Brigid FARRELL LAP TIME,Brigid FARRELL ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME
2,14.749,14.749,4,15.046,15.046,1,14.666,14.666,3,14.788,14.788
2,11.400,26.149,4,11.278,26.324,1,11.373,26.038,3,11.484,26.271
2,10.753,36.901,4,10.919,37.242,1,10.814,36.852,3,10.739,37.010
2,10.404,47.304,1,10.040,47.282,4,10.661,47.513,3,10.414,47.424
2,9.513,56.817,1,9.525,56.807,4,9.873,57.385,3,9.560,56.983
2,9.788,1:06.604,1,9.746,1:06.552,4,9.793,1:07.178,3,9.735,1:06.717
1,9.924,1:16.527,2,10.023,1:16.574,4,10.064,1:17.242,3,9.891,1:16.608
2,9.877,1:26.404,1,9.759,1:26.333,4,10.360,1:27.602,3,9.897,1:26.504
2,10.01,1:36.407,1,10.00,1:36.329,4,10.80,1:38.395,3,10.05,1:36.554
