Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
3,13.50,13.50,4,13.76,13.76,1,13.41,13.41,2,13.46,13.46
3,10.23,23.73,4,10.20,23.96,2,10.24,23.65,1,10.12,23.58
3,10.06,33.79,4,10.05,34.01,2,10.11,33.76,1,10.09,33.67
3,10.39,44.18,4,10.35,44.36,2,10.28,44.04,1,10.26,43.93
3,10.32,54.50,4,10.28,54.64,2,10.32,54.36,1,10.31,54.24
3,10.21,1:04.71,4,10.23,1:04.87,2,10.16,1:04.52,1,10.18,1:04.42
3,10.06,1:14.77,4,9.92,1:14.79,2,10.10,1:14.62,1,10.18,1:14.60
4,10.12,1:24.89,1,9.61,1:24.40,3,10.26,1:24.88,2,10.18,1:24.78
0,,DQ,1,9.88,1:34.271,3,10.37,1:35.245,2,10.24,1:35.015
