PARK Jin-Hwan POSITION,PARK Jin-Hwan LAP TIME,PARK Jin-Hwan ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
2,12.16,12.16,1,11.97,11.97,3,12.36,12.36,4,12.45,12.45
2,9.42,21.58,1,9.57,21.55,3,9.47,21.83,4,9.49,21.95
2,9.34,30.93,1,9.16,30.72,3,9.16,31.00,4,9.19,31.14
2,9.07,40.00,1,9.14,39.86,3,9.14,40.14,4,9.25,40.39
2,9.05,49.05,1,9.16,49.03,3,9.10,49.25,4,9.06,49.46
2,9.08,58.14,1,8.84,57.87,3,8.98,58.23,4,8.99,58.45
3,9.15,1:07.29,1,9.08,1:06.96,2,9.05,1:07.29,4,9.47,1:07.92
3,9.16,1:16.45,1,8.93,1:15.89,2,9.06,1:16.36,4,9.85,1:17.78
3,9.24,1:25.690,1,9.34,1:25.221,2,9.32,1:25.676,4,10.16,1:27.931
