Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
1,6.89,6.89,2,7.10,7.10,3,7.27,7.27,3,7.27,7.27
1,8.79,15.68,2,8.83,15.93,3,8.84,16.11,4,9.11,16.38
1,8.47,24.15,2,8.41,24.34,3,8.36,24.47,4,8.53,24.91
1,8.58,32.73,2,8.61,32.95,3,8.58,33.05,4,8.75,33.66
1,8.81,41.54,2,9.00,41.95,3,9.04,42.09,4,9.14,42.805
