Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,6.729,6.729,4,7.213,7.213,2,6.766,6.766,3,7.052,7.052
1,9.136,15.866,4,9.215,16.427,2,9.303,16.069,3,9.173,16.225
1,8.650,24.516,4,8.878,25.305,2,8.668,24.737,3,8.680,24.905
1,8.984,33.499,4,9.008,34.313,2,8.904,33.640,3,8.849,33.754
1,9.231,42.730,4,9.336,43.649,3,9.102,42.743,2,8.979,42.733
