Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME
2,7.07,7.07,1,6.88,6.88,3,7.26,7.26,4,7.57,7.57,5,7.65,7.65
2,8.76,15.83,1,8.80,15.68,3,9.24,16.50,4,9.31,16.88,5,9.50,17.15
2,8.33,24.16,1,8.38,24.06,3,8.96,25.46,4,8.89,25.77,5,9.21,26.36
2,8.46,32.62,1,8.51,32.57,3,9.24,34.70,4,9.03,34.80,5,9.39,35.75
2,8.75,41.370,1,8.70,41.261,3,9.54,44.239,4,9.61,44.403,5,9.75,45.494
