Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
1,14.13,14.13,4,14.43,14.43,2,14.25,14.25,3,14.37,14.37
2,11.24,25.37,4,11.24,25.67,1,10.98,25.23,3,11.13,25.50
1,9.92,35.29,4,10.07,35.74,2,10.19,35.42,3,10.05,35.55
1,9.96,45.25,4,9.94,45.68,2,9.94,45.36,3,9.94,45.49
1,9.75,55.00,4,9.75,55.43,2,9.79,55.15,3,9.80,55.29
1,9.96,1:04.96,4,9.99,1:05.42,2,9.92,1:05.07,3,10.04,1:05.33
1,9.96,1:14.92,4,10.08,1:15.50,2,9.95,1:15.02,3,10.12,1:15.45
1,10.06,1:24.98,3,9.76,1:25.26,2,10.05,1:25.07,4,10.49,1:25.94
1,10.28,1:35.259,3,10.26,1:35.517,2,10.30,1:35.366,4,11.18,1:37.118
