Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
2,7.06,7.06,1,6.97,6.97,3,7.16,7.16
1,9.40,16.47,2,9.61,16.59,3,9.55,16.71
2,8.86,25.33,1,8.72,25.31,3,8.66,25.37
1,8.71,34.04,2,8.76,34.08,3,9.31,34.69
1,9.18,43.215,2,9.42,43.499,3,8.87,43.552
