Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
1,13.83,13.83,3,13.97,13.97,2,13.90,13.90,4,14.14,14.14
4,10.64,24.48,3,10.50,24.47,1,10.08,23.99,2,10.08,24.22
3,10.31,34.79,4,10.49,34.97,1,10.51,34.51,2,10.33,34.55
4,9.88,44.68,3,9.61,44.58,1,9.87,44.39,2,9.96,44.51
3,9.49,54.17,4,9.66,54.24,1,9.46,53.85,2,9.49,54.01
3,9.54,1:03.72,4,9.53,1:03.78,1,9.53,1:03.38,2,9.65,1:03.67
1,9.33,1:13.06,3,9.61,1:13.39,4,10.05,1:13.44,2,9.70,1:13.38
2,9.84,1:22.90,4,9.74,1:23.13,1,9.24,1:22.69,3,9.74,1:23.12
2,10.01,1:32.905,4,13.06,1:36.187,1,10.12,1:32.803,3,10.09,1:33.205
