KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME
4,13.31,13.31,1,13.04,13.04,3,13.15,13.15,2,13.09,13.09
4,10.15,23.46,1,10.23,23.27,2,10.22,23.37,3,10.30,23.39
4,9.92,33.38,1,9.83,33.10,2,9.82,33.19,3,9.84,33.23
4,10.07,43.45,1,9.90,43.00,2,9.91,43.10,3,10.07,43.30
4,9.60,53.05,1,9.77,52.77,2,9.81,52.91,3,9.73,53.03
3,9.43,1:02.48,1,9.51,1:02.28,2,9.50,1:02.41,4,9.79,1:02.82
2,9.64,1:12.12,1,9.44,1:11.72,3,9.74,1:12.15,4,10.36,1:13.18
2,9.33,1:21.45,1,9.64,1:21.36,3,10.22,1:22.37,4,10.99,1:24.17
1,9.60,1:31.044,2,9.91,1:31.261,3,10.69,1:33.058,0,,YC
