Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
1,12.83,12.83,2,12.94,12.94,3,13.05,13.05,4,13.25,13.25
1,9.80,22.63,2,9.78,22.72,3,9.78,22.83,4,9.68,22.93
1,9.86,32.49,2,9.85,32.57,3,9.83,32.66,4,9.84,32.77
1,9.87,42.36,2,9.87,42.44,3,9.87,42.53,4,9.89,42.66
1,9.87,52.23,2,9.92,52.36,3,9.92,52.45,4,9.95,52.61
1,9.82,1:02.05,2,9.79,1:02.15,3,9.82,1:02.27,4,9.94,1:02.55
1,9.92,1:11.97,2,9.90,1:12.05,3,9.89,1:12.16,4,10.17,1:12.72
1,10.00,1:21.97,2,10.01,1:22.06,3,10.01,1:22.17,4,10.58,1:23.30
1,10.19,1:32.157,2,10.17,1:32.221,3,10.14,1:32.304,4,11.09,1:34.388
