BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
2,12.71,12.71,1,12.52,12.52,3,12.91,12.91,4,13.03,13.03
2,9.65,22.36,1,9.74,22.26,3,9.55,22.46,4,9.57,22.60
3,9.62,31.98,1,9.64,31.90,2,9.52,31.98,4,9.62,32.22
2,9.45,41.43,3,9.66,41.56,1,9.33,41.31,4,9.44,41.66
2,9.54,50.97,3,9.52,51.08,1,9.59,50.90,4,9.52,51.18
2,9.75,1:00.72,3,9.74,1:00.82,1,9.74,1:00.64,4,9.79,1:00.97
2,9.83,1:10.55,3,9.85,1:10.67,1,9.79,1:10.43,4,10.12,1:11.09
3,9.81,1:20.36,2,9.62,1:20.29,1,9.79,1:20.22,4,10.80,1:21.89
3,10.12,1:30.473,2,9.94,1:30.223,1,9.91,1:30.123,4,11.58,1:33.464
