J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.630,6.630,3,7.060,7.060,4,7.090,7.090,2,6.780,6.780
1,9.030,15.670,4,9.010,16.080,3,8.970,16.060,2,9.070,15.850
1,8.750,24.420,4,8.740,24.820,3,8.720,24.780,2,8.790,24.650
1,8.900,33.330,3,8.960,33.780,4,9.010,33.800,2,8.900,33.550
1,9.270,42.600,3,9.120,42.910,4,9.450,43.260,2,9.330,42.880
