Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
1,13.137,13.137,2,13.143,13.143,3,13.340,13.340,4,13.421,13.421
1,9.898,23.035,2,10.005,23.148,3,9.992,23.331,4,9.966,23.386
2,9.541,32.576,1,9.409,32.556,3,9.518,32.849,4,9.509,32.895
1,9.532,42.107,2,9.565,42.120,3,9.537,42.386,4,9.542,42.436
2,9.890,51.997,1,9.758,51.878,3,9.777,52.163,4,9.813,52.248
2,9.840,1:01.837,1,9.912,1:01.790,3,9.890,1:02.052,4,10.011,1:02.259
1,9.907,1:11.743,2,10.079,1:11.869,3,9.865,1:11.917,4,10.020,1:12.278
1,9.961,1:21.704,2,9.884,1:21.752,3,10.138,1:22.055,4,10.320,1:22.598
2,10.32,1:32.020,1,10.21,1:31.955,3,10.02,1:32.073,4,10.74,1:33.335
